ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy
117,Touring Front Wheel,Touring Front Wheel,Contoso Outdoor,,Black,,21,Wheels,218.01,96.7964,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
118,"ML Road Frame-W - Yellow, 38","ML Road Frame-W - Yellow, 38",Contoso Outdoor,,Yellow,,18,Road Frames,594.83,360.9428,988.83,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
119,LL Mountain Rear Wheel,LL Mountain Rear Wheel,Contoso Outdoor,,Black,,21,Wheels,87.745,38.9588,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
120,ML Mountain Rear Wheel,ML Mountain Rear Wheel,Contoso Outdoor,,Black,,21,Wheels,236.025,104.7951,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
121,HL Mountain Rear Wheel,HL Mountain Rear Wheel,Contoso Outdoor,,Black,,21,Wheels,327.215,145.2835,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
122,LL Road Rear Wheel,LL Road Rear Wheel,Contoso Outdoor,,Black,,21,Wheels,112.565,49.9789,1050,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
123,ML Road Rear Wheel,ML Road Rear Wheel,Contoso Outdoor,,Black,,21,Wheels,275.385,122.2709,1000,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
124,HL Road Rear Wheel,HL Road Rear Wheel,Contoso Outdoor,,Black,,21,Wheels,357.06,158.5346,890,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
125,Touring Rear Wheel,Touring Rear Wheel,Contoso Outdoor,,Black,,21,Wheels,245.01,108.7844,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
126,"ML Mountain Frame - Black, 40","ML Mountain Frame - Black, 40",Contoso Outdoor,,Black,,16,Mountain Frames,348.76,185.8193,1256.44,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
127,"ML Mountain Frame - Black, 44","ML Mountain Frame - Black, 44",Contoso Outdoor,,Black,,16,Mountain Frames,348.76,185.8193,1274.59,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
128,"ML Mountain Frame - Black, 48","ML Mountain Frame - Black, 48",Contoso Outdoor,,Black,,16,Mountain Frames,348.76,185.8193,1292.73,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
129,"ML Road Frame-W - Yellow, 40","ML Road Frame-W - Yellow, 40",Contoso Outdoor,,Yellow,,18,Road Frames,594.83,360.9428,1006.97,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
130,"ML Road Frame-W - Yellow, 42","ML Road Frame-W - Yellow, 42",Contoso Outdoor,,Yellow,,18,Road Frames,594.83,360.9428,1025.11,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
131,"ML Road Frame-W - Yellow, 44","ML Road Frame-W - Yellow, 44",Contoso Outdoor,,Yellow,,18,Road Frames,594.83,360.9428,1043.26,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
132,"ML Road Frame-W - Yellow, 48","ML Road Frame-W - Yellow, 48",Contoso Outdoor,,Yellow,,18,Road Frames,594.83,360.9428,1061.4,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
133,"HL Road Frame - Black, 62","HL Road Frame - Black, 62",Contoso Outdoor,,Black,,18,Road Frames,1431.5,868.6342,1043.26,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
134,"HL Road Frame - Black, 44","HL Road Frame - Black, 44",Contoso Outdoor,,Black,,18,Road Frames,1431.5,868.6342,961.61,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
135,"HL Road Frame - Black, 48","HL Road Frame - Black, 48",Contoso Outdoor,,Black,,18,Road Frames,1431.5,868.6342,979.75,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
136,"HL Road Frame - Black, 52","HL Road Frame - Black, 52",Contoso Outdoor,,Black,,18,Road Frames,1431.5,868.6342,997.9,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
137,"Men's Sports Shorts, S","Men's Sports Shorts, S",Contoso Outdoor,,Black,,26,Shorts,59.99,24.7459,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
138,"Touring-Panniers, Large","Touring-Panniers, Large",Contoso Outdoor,,Grey,,39,Panniers,125,51.5625,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
139,Cable Lock,Cable Lock,Contoso Outdoor,,,,38,Locks,25,10.3125,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
140,Minipump,Minipump,Contoso Outdoor,,,,40,Pumps,19.99,8.2459,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
141,Mountain Pump,Mountain Pump,Contoso Outdoor,,,,40,Pumps,24.99,10.3084,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
142,Taillights - Battery-Powered,Taillights - Battery-Powered,Contoso Outdoor,,,,37,Lights,13.99,5.7709,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
143,Headlights - Dual-Beam,Headlights - Dual-Beam,Contoso Outdoor,,,,37,Lights,34.99,14.4334,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
144,Headlights - Weatherproof,Headlights - Weatherproof,Contoso Outdoor,,,,37,Lights,44.99,18.5584,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
145,"Men's Sports Shorts, M","Men's Sports Shorts, M",Contoso Outdoor,,Black,,26,Shorts,59.99,24.7459,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
146,"Men's Sports Shorts, L","Men's Sports Shorts, L",Contoso Outdoor,,Black,,26,Shorts,59.99,24.7459,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
147,"Men's Sports Shorts, XL","Men's Sports Shorts, XL",Contoso Outdoor,,Black,,26,Shorts,59.99,24.7459,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
148,"Women's Tights, S","Women's Tights, S",Contoso Outdoor,,Black,,28,Tights,74.99,30.9334,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
149,"Women's Tights, M","Women's Tights, M",Contoso Outdoor,,Black,,28,Tights,74.99,30.9334,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
150,"Women's Tights, L","Women's Tights, L",Contoso Outdoor,,Black,,28,Tights,74.99,30.9334,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
151,"Men's Bib-Shorts, S","Men's Bib-Shorts, S",Contoso Outdoor,,Multi,,22,Bib-Shorts,89.99,37.1209,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
152,"Men's Bib-Shorts, M","Men's Bib-Shorts, M",Contoso Outdoor,,Multi,,22,Bib-Shorts,89.99,37.1209,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
153,"Men's Bib-Shorts, L","Men's Bib-Shorts, L",Contoso Outdoor,,Multi,,22,Bib-Shorts,89.99,37.1209,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
154,"Half-Finger Gloves, S","Half-Finger Gloves, S",Contoso Outdoor,,Black,,24,Gloves,24.49,9.1593,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
155,"Half-Finger Gloves, M","Half-Finger Gloves, M",Contoso Outdoor,,Black,,24,Gloves,24.49,9.1593,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
156,"Half-Finger Gloves, L","Half-Finger Gloves, L",Contoso Outdoor,,Black,,24,Gloves,24.49,9.1593,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
157,"Full-Finger Gloves, S","Full-Finger Gloves, S",Contoso Outdoor,,Black,,24,Gloves,37.99,15.6709,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
158,"Full-Finger Gloves, M","Full-Finger Gloves, M",Contoso Outdoor,,Black,,24,Gloves,37.99,15.6709,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
159,"Full-Finger Gloves, L","Full-Finger Gloves, L",Contoso Outdoor,,Black,,24,Gloves,37.99,15.6709,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
160,"Classic Vest, S","Classic Vest, S",Contoso Outdoor,,Blue,,29,Vests,63.5,23.749,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
161,"Classic Vest, M","Classic Vest, M",Contoso Outdoor,,Blue,,29,Vests,63.5,23.749,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
162,"Classic Vest, L","Classic Vest, L",Contoso Outdoor,,Blue,,29,Vests,63.5,23.749,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
163,"Women's Mountain Shorts, S","Women's Mountain Shorts, S",Contoso Outdoor,,Black,,26,Shorts,69.99,26.1763,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
164,"Women's Mountain Shorts, M","Women's Mountain Shorts, M",Contoso Outdoor,,Black,,26,Shorts,69.99,26.1763,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
165,"Women's Mountain Shorts, L","Women's Mountain Shorts, L",Contoso Outdoor,,Black,,26,Shorts,69.99,26.1763,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
166,Water Bottle - 30 oz.,Water Bottle - 30 oz.,Contoso Outdoor,,,,32,Bottles and Cages,4.99,1.8663,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
167,Mountain Bottle Cage,Mountain Bottle Cage,Contoso Outdoor,,,,32,Bottles and Cages,9.99,3.7363,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
168,Road Bottle Cage,Road Bottle Cage,Contoso Outdoor,,,,32,Bottles and Cages,8.99,3.3623,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
169,Patch Kit/8 Patches,Patch Kit/8 Patches,Contoso Outdoor,,,,41,Tires and Tubes,2.29,0.8565,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
170,"Racing Socks, M","Racing Socks, M",Contoso Outdoor,,White,,27,Socks,8.99,3.3623,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
171,"Racing Socks, L","Racing Socks, L",Contoso Outdoor,,White,,27,Socks,8.99,3.3623,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
172,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,Contoso Outdoor,,,,30,Bike Racks,120,44.88,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
173,Bike Wash - Dissolver,Bike Wash - Dissolver,Contoso Outdoor,,,,33,Cleaners,7.95,2.9733,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
174,Fender Set - Mountain,Fender Set - Mountain,Contoso Outdoor,,,,34,Fenders,21.98,8.2205,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
175,All-Purpose Bike Stand,All-Purpose Bike Stand,Contoso Outdoor,,,,31,Bike Stands,159,59.466,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
176,Hydration Pack - 70 oz.,Hydration Pack - 70 oz.,Contoso Outdoor,,Silver,,36,Hydration Packs,54.99,20.5663,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
177,"Short-Sleeve Classic Jersey, S","Short-Sleeve Classic Jersey, S",Contoso Outdoor,,Yellow,,25,Jerseys,53.99,41.5723,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
178,"Short-Sleeve Classic Jersey, M","Short-Sleeve Classic Jersey, M",Contoso Outdoor,,Yellow,,25,Jerseys,53.99,41.5723,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
179,"Short-Sleeve Classic Jersey, L","Short-Sleeve Classic Jersey, L",Contoso Outdoor,,Yellow,,25,Jerseys,53.99,41.5723,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
180,"Short-Sleeve Classic Jersey, XL","Short-Sleeve Classic Jersey, XL",Contoso Outdoor,,Yellow,,25,Jerseys,53.99,41.5723,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
181,"HL Touring Frame - Yellow, 60","HL Touring Frame - Yellow, 60",Contoso Outdoor,,Yellow,,20,Touring Frames,1003.91,601.7437,1397.06,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
182,"LL Touring Frame - Yellow, 62","LL Touring Frame - Yellow, 62",Contoso Outdoor,,Yellow,,20,Touring Frames,333.42,199.8519,1451.49,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
183,"HL Touring Frame - Yellow, 46","HL Touring Frame - Yellow, 46",Contoso Outdoor,,Yellow,,20,Touring Frames,1003.91,601.7437,1342.63,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
184,"HL Touring Frame - Yellow, 50","HL Touring Frame - Yellow, 50",Contoso Outdoor,,Yellow,,20,Touring Frames,1003.91,601.7437,1360.77,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
185,"HL Touring Frame - Yellow, 54","HL Touring Frame - Yellow, 54",Contoso Outdoor,,Yellow,,20,Touring Frames,1003.91,601.7437,1378.91,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
186,"HL Touring Frame - Blue, 46","HL Touring Frame - Blue, 46",Contoso Outdoor,,Blue,,20,Touring Frames,1003.91,601.7437,1342.63,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
187,"HL Touring Frame - Blue, 50","HL Touring Frame - Blue, 50",Contoso Outdoor,,Blue,,20,Touring Frames,1003.91,601.7437,1360.77,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
188,"HL Touring Frame - Blue, 54","HL Touring Frame - Blue, 54",Contoso Outdoor,,Blue,,20,Touring Frames,1003.91,601.7437,1378.91,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
189,"HL Touring Frame - Blue, 60","HL Touring Frame - Blue, 60",Contoso Outdoor,,Blue,,20,Touring Frames,1003.91,601.7437,1397.06,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
190,Rear Derailleur,Rear Derailleur,Contoso Outdoor,,Silver,,13,Derailleurs,121.46,53.9282,215,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
191,"LL Touring Frame - Blue, 50","LL Touring Frame - Blue, 50",Contoso Outdoor,,Blue,,20,Touring Frames,333.42,199.8519,1406.13,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
192,"LL Touring Frame - Blue, 54","LL Touring Frame - Blue, 54",Contoso Outdoor,,Blue,,20,Touring Frames,333.42,199.8519,1424.27,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
193,"LL Touring Frame - Blue, 58","LL Touring Frame - Blue, 58",Contoso Outdoor,,Blue,,20,Touring Frames,333.42,199.8519,1433.34,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
194,"LL Touring Frame - Blue, 62","LL Touring Frame - Blue, 62",Contoso Outdoor,,Blue,,20,Touring Frames,333.42,199.8519,1451.49,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
195,"LL Touring Frame - Yellow, 44","LL Touring Frame - Yellow, 44",Contoso Outdoor,,Yellow,,20,Touring Frames,333.42,199.8519,1369.84,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
196,"LL Touring Frame - Yellow, 50","LL Touring Frame - Yellow, 50",Contoso Outdoor,,Yellow,,20,Touring Frames,333.42,199.8519,1406.13,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
197,"LL Touring Frame - Yellow, 54","LL Touring Frame - Yellow, 54",Contoso Outdoor,,Yellow,,20,Touring Frames,333.42,199.8519,1424.27,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
198,"LL Touring Frame - Yellow, 58","LL Touring Frame - Yellow, 58",Contoso Outdoor,,Yellow,,20,Touring Frames,333.42,199.8519,1433.34,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
199,"LL Touring Frame - Blue, 44","LL Touring Frame - Blue, 44",Contoso Outdoor,,Blue,,20,Touring Frames,333.42,199.8519,1369.84,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
200,"ML Mountain Frame-W - Silver, 40","ML Mountain Frame-W - Silver, 40",Contoso Outdoor,,Silver,,16,Mountain Frames,364.09,199.3757,1256.44,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
201,"ML Mountain Frame-W - Silver, 42","ML Mountain Frame-W - Silver, 42",Contoso Outdoor,,Silver,,16,Mountain Frames,364.09,199.3757,1274.59,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
202,"ML Mountain Frame-W - Silver, 46","ML Mountain Frame-W - Silver, 46",Contoso Outdoor,,Silver,,16,Mountain Frames,364.09,199.3757,1292.73,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
203,Rear Brakes,Rear Brakes,Contoso Outdoor,,Silver,,10,Brakes,106.5,47.286,317,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
204,LL Mountain Seat/Saddle,LL Mountain Seat/Saddle,Contoso Outdoor,,,,19,Saddles,27.12,12.0413,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
205,ML Mountain Seat/Saddle,ML Mountain Seat/Saddle,Contoso Outdoor,,,,19,Saddles,39.14,17.3782,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
206,HL Mountain Seat/Saddle,HL Mountain Seat/Saddle,Contoso Outdoor,,,,19,Saddles,52.64,23.3722,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
207,LL Road Seat/Saddle,LL Road Seat/Saddle,Contoso Outdoor,,,,19,Saddles,27.12,12.0413,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
208,ML Road Seat/Saddle,ML Road Seat/Saddle,Contoso Outdoor,,,,19,Saddles,39.14,17.3782,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
209,HL Road Seat/Saddle,HL Road Seat/Saddle,Contoso Outdoor,,,,19,Saddles,52.64,23.3722,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
210,LL Touring Seat/Saddle,LL Touring Seat/Saddle,Contoso Outdoor,,,,19,Saddles,27.12,12.0413,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
211,ML Touring Seat/Saddle,ML Touring Seat/Saddle,Contoso Outdoor,,,,19,Saddles,39.14,17.3782,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
212,HL Touring Seat/Saddle,HL Touring Seat/Saddle,Contoso Outdoor,,,,19,Saddles,52.64,23.3722,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
213,"LL Mountain Frame - Silver, 42","LL Mountain Frame - Silver, 42",Contoso Outdoor,,Silver,,16,Mountain Frames,264.05,144.5938,1324.48,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
214,"LL Mountain Frame - Silver, 44","LL Mountain Frame - Silver, 44",Contoso Outdoor,,Silver,,16,Mountain Frames,264.05,144.5938,1342.63,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
215,"LL Mountain Frame - Silver, 48","LL Mountain Frame - Silver, 48",Contoso Outdoor,,Silver,,16,Mountain Frames,264.05,144.5938,1360.77,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
216,"LL Mountain Frame - Silver, 52","LL Mountain Frame - Silver, 52",Contoso Outdoor,,Silver,,16,Mountain Frames,264.05,144.5938,1378.91,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
217,Mountain Tire Tube,Mountain Tire Tube,Contoso Outdoor,,,,41,Tires and Tubes,4.99,1.8663,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
218,Road Tire Tube,Road Tire Tube,Contoso Outdoor,,,,41,Tires and Tubes,3.99,1.4923,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
219,Touring Tire Tube,Touring Tire Tube,Contoso Outdoor,,,,41,Tires and Tubes,4.99,1.8663,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
220,"LL Mountain Frame - Black, 42","LL Mountain Frame - Black, 42",Contoso Outdoor,,Black,,16,Mountain Frames,249.79,136.785,1324.48,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
221,"LL Mountain Frame - Black, 44","LL Mountain Frame - Black, 44",Contoso Outdoor,,Black,,16,Mountain Frames,249.79,136.785,1342.63,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
222,"LL Mountain Frame - Black, 48","LL Mountain Frame - Black, 48",Contoso Outdoor,,Black,,16,Mountain Frames,249.79,136.785,1360.77,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
223,"LL Mountain Frame - Black, 52","LL Mountain Frame - Black, 52",Contoso Outdoor,,Black,,16,Mountain Frames,249.79,136.785,1378.91,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
224,LL Mountain Tire,LL Mountain Tire,Contoso Outdoor,,,,41,Tires and Tubes,24.99,9.3463,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
225,ML Mountain Tire,ML Mountain Tire,Contoso Outdoor,,,,41,Tires and Tubes,29.99,11.2163,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
226,HL Mountain Tire,HL Mountain Tire,Contoso Outdoor,,,,41,Tires and Tubes,35,13.09,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
227,LL Road Tire,LL Road Tire,Contoso Outdoor,,,,41,Tires and Tubes,21.49,8.0373,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
228,ML Road Tire,ML Road Tire,Contoso Outdoor,,,,41,Tires and Tubes,24.99,9.3463,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
229,HL Road Tire,HL Road Tire,Contoso Outdoor,,,,41,Tires and Tubes,32.6,12.1924,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
230,Touring Tire,Touring Tire,Contoso Outdoor,,,,41,Tires and Tubes,28.99,10.8423,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
231,LL Mountain Pedal,LL Mountain Pedal,Contoso Outdoor,,Silver/Black,,17,Pedals,40.49,17.9776,218,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
232,ML Mountain Pedal,ML Mountain Pedal,Contoso Outdoor,,Silver/Black,,17,Pedals,62.09,27.568,215,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
233,HL Mountain Pedal,HL Mountain Pedal,Contoso Outdoor,,Silver/Black,,17,Pedals,80.99,35.9596,185,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
234,LL Road Pedal,LL Road Pedal,Contoso Outdoor,,Silver/Black,,17,Pedals,40.49,17.9776,189,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
235,ML Road Pedal,ML Road Pedal,Contoso Outdoor,,Silver/Black,,17,Pedals,62.09,27.568,168,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
236,HL Road Pedal,HL Road Pedal,Contoso Outdoor,,Silver/Black,,17,Pedals,80.99,35.9596,149,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
237,Touring Pedal,Touring Pedal,Contoso Outdoor,,Silver/Black,,17,Pedals,80.99,35.9596,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
238,"ML Mountain Frame-W - Silver, 38","ML Mountain Frame-W - Silver, 38",Contoso Outdoor,,Silver,,16,Mountain Frames,364.09,199.3757,1238.3,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
239,"LL Mountain Frame - Black, 40","LL Mountain Frame - Black, 40",Contoso Outdoor,,Black,,16,Mountain Frames,249.79,136.785,1306.34,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
240,"LL Mountain Frame - Silver, 40","LL Mountain Frame - Silver, 40",Contoso Outdoor,,Silver,,16,Mountain Frames,264.05,144.5938,1306.34,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
241,Front Derailleur,Front Derailleur,Contoso Outdoor,,Silver,,13,Derailleurs,91.49,40.6216,88,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
242,LL Touring Handlebars,LL Touring Handlebars,Contoso Outdoor,,,,8,Handlebars,46.09,20.464,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
243,HL Touring Handlebars,HL Touring Handlebars,Contoso Outdoor,,,,8,Handlebars,91.57,40.6571,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
244,Front Brakes,Front Brakes,Contoso Outdoor,,Silver,,10,Brakes,106.5,47.286,317,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
245,LL Crankset,LL Crankset,Contoso Outdoor,,Black,,12,Cranksets,175.49,77.9176,600,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
246,ML Crankset,ML Crankset,Contoso Outdoor,,Black,,12,Cranksets,256.49,113.8816,635,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
247,HL Crankset,HL Crankset,Contoso Outdoor,,Black,,12,Cranksets,404.99,179.8156,575,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
248,Chain,Chain,Contoso Outdoor,,Silver,,11,Chains,20.24,8.9866,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
249,"Touring-2000 Blue, 60","Touring-2000 Blue, 60",Contoso Outdoor,,Blue,,7,Touring Bikes,1214.85,755.1508,12655.16,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
